点类型,点数量,,,,,,,,,,
1,290,,,,,,,,,,
0,1,2,4,13,27,28,51,26,35,6,7
NAME,KIND,DESC,UNIT,PV,OFFMES,ONMES,ALMENAB,NORMALVAL,ALARMPR,GROUP,INDEX
区域,点数量,,,,,,,,,,
0,290,,,,,,,,,,
高压柜\B2变压器控制柜保护\遥信量\A43,1,系统错误,14,0,,系统错误,1,0,1,0,7314
高压柜\B2变压器控制柜保护\遥信量\A45,1,精度系数错误,14,0,,精度系数错误,1,0,1,0,7315
高压柜\B2变压器控制柜保护\遥信量\A46,1,RAM出错,14,0,,RAM出错,1,0,1,0,7316
高压柜\B2变压器控制柜保护\遥信量\A47,1,定值参数出错,14,0,,定值参数出错,1,0,1,0,7317
高压柜\B2变压器控制柜保护\遥信量\A48,1,出口出错,14,0,,出口出错,1,0,1,0,7318
高压柜\B2变压器控制柜保护\遥信量\A49,1,启动时间长,14,0,,启动时间长,1,0,1,0,7319
高压柜\B2变压器控制柜保护\遥信量\A50,1,速断动作,14,0,,速断动作,1,0,1,0,7320
高压柜\B2变压器控制柜保护\遥信量\A51,1,过流Ⅰ段动作,14,0,,过流Ⅰ段动作,1,0,1,0,7321
高压柜\B2变压器控制柜保护\遥信量\A52,1,过流Ⅱ段动作,14,0,,过流Ⅱ段动作,1,0,1,0,7322
高压柜\B2变压器控制柜保护\遥信量\A53,1,过流加速动作,14,0,,过流加速动作,1,0,1,0,7323
高压柜\B2变压器控制柜保护\遥信量\A54,1,过负荷动作,14,0,,过负荷动作,1,0,1,0,7324
高压柜\B2变压器控制柜保护\遥信量\A55,1,过流反时限动作,14,0,,过流反时限动作,1,0,1,0,7325
高压柜\B2变压器控制柜保护\遥信量\A56,1,负序过流Ⅰ段,14,0,,负序过流Ⅰ段,1,0,1,0,7326
高压柜\B2变压器控制柜保护\遥信量\A57,1,负序过流Ⅱ段,14,0,,负序过流Ⅱ段,1,0,1,0,7327
高压柜\B2变压器控制柜保护\遥信量\A58,1,过热跳闸,14,0,,过热跳闸,1,0,1,0,7328
高压柜\B2变压器控制柜保护\遥信量\A59,1,零序Ⅰ段动作,14,0,,零序Ⅰ段动作,1,0,1,0,7329
高压柜\B2变压器控制柜保护\遥信量\A60,1,零序Ⅱ段动作,14,0,,零序Ⅱ段动作,1,0,1,0,7330
高压柜\B2变压器控制柜保护\遥信量\A61,1,过流反时限动作,14,0,,过流反时限动作,1,0,1,0,7331
高压柜\B2变压器控制柜保护\遥信量\A62,1,过电压动作,14,0,,过电压动作,1,0,1,0,7332
高压柜\B2变压器控制柜保护\遥信量\A63,1,低电压动作,14,0,,低电压动作,1,0,1,0,7333
高压柜\B2变压器控制柜保护\遥信量\A64,1,超高温跳闸,14,0,,超高温跳闸,1,0,1,0,7334
高压柜\B2变压器控制柜保护\遥信量\A65,1,门控跳闸动作,14,0,,门控跳闸动作,1,0,1,0,7335
高压柜\B2变压器控制柜保护\遥信量\A66,1,重合闸一次动作,14,0,,重合闸一次动作,1,0,1,0,7336
高压柜\B2变压器控制柜保护\遥信量\A67,1,重合闸二次动作,14,0,,重合闸二次动作,1,0,1,0,7337
高压柜\B2变压器控制柜保护\遥信量\A68,1,重合闸三次动作,14,0,,重合闸三次动作,1,0,1,0,7338
高压柜\B2变压器控制柜保护\遥信量\A69,1,非零序跳闸动作,14,0,,非零序跳闸动作,1,0,1,0,7339
高压柜\B3变压器控制柜保护\遥信量\A1,1,远方控制,18,0,就地控制,远方控制,1,2,1,0,7340
高压柜\B3变压器控制柜保护\遥信量\A2,1,备用,18,0,,备用,1,0,1,0,7341
高压柜\B3变压器控制柜保护\遥信量\A3,1,高温报警,18,0,,高温报警,1,0,1,0,7342
高压柜\B3变压器控制柜保护\遥信量\A4,1,超温跳闸,18,0,,超温跳闸,1,0,1,0,7343
